r,t,y,TotalCapacityAnnual
REGION,AGOCOADIP00X,2025,1099989.0
REGION,AGOCOADIP00X,2026,1199988.0
REGION,AGOCOADIP00X,2027,1299987.0
REGION,AGOCOADIP00X,2028,1399986.0
REGION,AGOCOADIP00X,2029,1499985.0
REGION,AGOCOADIP00X,2030,1599984.0
REGION,AGOCOADIP00X,2031,1699983.0
REGION,AGOCOADIP00X,2032,1799982.0
REGION,AGOCOADIP00X,2033,1899981.0
REGION,AGOCOADIP00X,2034,1999980.0
REGION,AGOCOADIP00X,2035,2099979.0
REGION,AGOCOADIP00X,2036,2199978.0
REGION,AGOCOADIP00X,2037,2299977.0
REGION,AGOCOADIP00X,2038,2399976.0
REGION,AGOCOADIP00X,2039,2499975.0
REGION,AGOCOADIP00X,2040,2599974.0
REGION,AGOCOAIMP00X,2015,99999.0
REGION,AGOCOAIMP00X,2016,199998.0
REGION,AGOCOAIMP00X,2017,299997.0
REGION,AGOCOAIMP00X,2018,399996.0
REGION,AGOCOAIMP00X,2019,499995.0
REGION,AGOCOAIMP00X,2020,599994.0
REGION,AGOCOAIMP00X,2021,699993.0
REGION,AGOCOAIMP00X,2022,799992.0
REGION,AGOCOAIMP00X,2023,899991.0
REGION,AGOCOAIMP00X,2024,999990.0
REGION,AGOCOAIMP00X,2025,1099989.0
REGION,AGOCOAIMP00X,2026,1199988.0
REGION,AGOCOAIMP00X,2027,1299987.0
REGION,AGOCOAIMP00X,2028,1399986.0
REGION,AGOCOAIMP00X,2029,1499985.0
REGION,AGOCOAIMP00X,2030,1599984.0
REGION,AGOCOAIMP00X,2031,1699983.0
REGION,AGOCOAIMP00X,2032,1799982.0
REGION,AGOCOAIMP00X,2033,1899981.0
REGION,AGOCOAIMP00X,2034,1999980.0
REGION,AGOCOAIMP00X,2035,2099979.0
REGION,AGOCOAIMP00X,2036,2199978.0
REGION,AGOCOAIMP00X,2037,2299977.0
REGION,AGOCOAIMP00X,2038,2399976.0
REGION,AGOCOAIMP00X,2039,2499975.0
REGION,AGOCOAIMP00X,2040,2599974.0
REGION,AGOCOAPRP00X,2015,99999.0
REGION,AGOCOAPRP00X,2016,199998.0
REGION,AGOCOAPRP00X,2017,299997.0
REGION,AGOCOAPRP00X,2018,399996.0
REGION,AGOCOAPRP00X,2019,499995.0
REGION,AGOCOAPRP00X,2020,599994.0
REGION,AGOCOAPRP00X,2021,699993.0
REGION,AGOCOAPRP00X,2022,799992.0
REGION,AGOCOAPRP00X,2023,899991.0
REGION,AGOCOAPRP00X,2024,999990.0
REGION,AGOCOAPRP00X,2025,1099989.0
REGION,AGOCOAPRP00X,2026,1199988.0
REGION,AGOCOAPRP00X,2027,1299987.0
REGION,AGOCOAPRP00X,2028,1399986.0
REGION,AGOCOAPRP00X,2029,1499985.0
REGION,AGOCOAPRP00X,2030,1599984.0
REGION,AGOCOAPRP00X,2031,1699983.0
REGION,AGOCOAPRP00X,2032,1799982.0
REGION,AGOCOAPRP00X,2033,1899981.0
REGION,AGOCOAPRP00X,2034,1999980.0
REGION,AGOCOAPRP00X,2035,2099979.0
REGION,AGOCOAPRP00X,2036,2199978.0
REGION,AGOCOAPRP00X,2037,2299977.0
REGION,AGOCOAPRP00X,2038,2399976.0
REGION,AGOCOAPRP00X,2039,2499975.0
REGION,AGOCOAPRP00X,2040,2599974.0
REGION,AGOCOASCC01N,2040,0.0
REGION,AGOCOASCP01N,2040,0.0
REGION,AGOCOASCP01O,2040,0.0
REGION,AGOEL1TRP00X,2015,1.23591
REGION,AGOEL1TRP00X,2016,1.3065203130422807
REGION,AGOEL1TRP00X,2017,1.3482111319276442
REGION,AGOEL1TRP00X,2018,1.4722135751648768
REGION,AGOEL1TRP00X,2019,1.6179434126395984
REGION,AGOEL1TRP00X,2020,1.737929551777742
REGION,AGOEL1TRP00X,2021,1.9051251018162731
REGION,AGOEL1TRP00X,2022,2.216358812410209
REGION,AGOEL1TRP00X,2023,2.537358987584794
REGION,AGOEL1TRP00X,2024,2.8613479217900446
REGION,AGOEL1TRP00X,2025,3.1884848371814885
REGION,AGOEL1TRP00X,2026,3.5296771443766266
REGION,AGOEL1TRP00X,2027,3.738333274505297
REGION,AGOEL1TRP00X,2028,3.952870403632415
REGION,AGOEL1TRP00X,2029,4.169424275253328
REGION,AGOEL1TRP00X,2030,4.3899111974165415
REGION,AGOEL1TRP00X,2031,4.458557754793698
REGION,AGOEL1TRP00X,2032,4.5305767353846536
REGION,AGOEL1TRP00X,2033,4.606134112730073
REGION,AGOEL1TRP00X,2034,4.685404042018717
REGION,AGOEL1TRP00X,2035,4.864875986613363
REGION,AGOEL1TRP00X,2036,5.1084741647924155
REGION,AGOEL1TRP00X,2037,5.359619118065623
REGION,AGOEL1TRP00X,2038,5.618510081287772
REGION,AGOEL1TRP00X,2039,5.885381064690609
REGION,AGOEL1TRP00X,2040,6.160492158530804
REGION,AGOEL2DIP00X,2015,1.17411
REGION,AGOEL2DIP00X,2016,1.2411942973901664
REGION,AGOEL2DIP00X,2017,1.280800575331263
REGION,AGOEL2DIP00X,2018,1.3986028964066344
REGION,AGOEL2DIP00X,2019,1.5370462420076183
REGION,AGOEL2DIP00X,2020,1.6510330741888544
REGION,AGOEL2DIP00X,2021,1.6510330741888544
REGION,AGOEL2DIP00X,2022,1.7344855957040803
REGION,AGOEL2DIP00X,2023,1.8550812889066648
REGION,AGOEL2DIP00X,2024,1.979291832823295
REGION,AGOEL2DIP00X,2025,2.107263605106717
REGION,AGOEL2DIP00X,2026,2.2493538033626947
REGION,AGOEL2DIP00X,2027,2.3906664562479376
REGION,AGOEL2DIP00X,2028,2.537803468607899
REGION,AGOEL2DIP00X,2029,2.6870923142716543
REGION,AGOEL2DIP00X,2030,2.8403520157112077
REGION,AGOEL2DIP00X,2031,2.8403520157112077
REGION,AGOEL2DIP00X,2032,2.8403520157112077
REGION,AGOEL2DIP00X,2033,2.8403520157112077
REGION,AGOEL2DIP00X,2034,2.8403520157112077
REGION,AGOEL2DIP00X,2035,2.9318434021925515
REGION,AGOEL2DIP00X,2036,3.0803720198348166
REGION,AGOEL2DIP00X,2037,3.2319962388195713
REGION,AGOEL2DIP00X,2038,3.3867047629484053
REGION,AGOEL2DIP00X,2039,3.5445094421549435
REGION,AGOEL2DIP00X,2040,3.7054365234883084
REGION,AGOEL3DIP00X,2021,0.1859203484952744
REGION,AGOEL3DIP00X,2022,0.3710552760856194
REGION,AGOEL3DIP00X,2023,0.5554097492988916
REGION,AGOEL3DIP00X,2024,0.7389886928772493
REGION,AGOEL3DIP00X,2025,0.9217969902156988
REGION,AGOEL3DIP00X,2026,1.1038394837951033
REGION,AGOEL3DIP00X,2027,1.1607501545320986
REGION,AGOEL3DIP00X,2028,1.2174234148428988
REGION,AGOEL3DIP00X,2029,1.2738607472190102
REGION,AGOEL3DIP00X,2030,1.3300636218345112
REGION,AGOEL3DIP00X,2031,1.3952778513428086
REGION,AGOEL3DIP00X,2032,1.4636958829042173
REGION,AGOEL3DIP00X,2033,1.5354753913823653
REGION,AGOEL3DIP00X,2034,1.610781824206577
REGION,AGOEL3DIP00X,2035,1.6897887850901465
REGION,AGOEL3DIP00X,2036,1.7726784367179815
REGION,AGOEL3DIP00X,2037,1.8596419233427746
REGION,AGOEL3DIP00X,2038,1.9508798142749817
REGION,AGOEL3DIP00X,2039,2.046602569301139
REGION,AGOEL3DIP00X,2040,2.1470310271159594
REGION,AGOEL4DIP00X,2040,0.0
REGION,AGOELCODBP00,2019,0.2797221849847329
REGION,AGOELCODBP00,2020,0.3291806158828466
REGION,AGOELCODBP00,2021,0.3291806158828466
REGION,AGOELCODBP00,2022,0.3291806158828466
REGION,AGOELCODBP00,2023,0.35427639345226913
REGION,AGOELCODBP00,2024,0.5385156523035362
REGION,AGOELCODBP00,2025,0.5385156523035362
REGION,AGOELCODBP00,2026,0.5385156523035362
REGION,AGOELCODBP00,2027,0.5385156523035362
REGION,AGOELCODBP00,2028,0.5385156523035362
REGION,AGOELCODBP00,2029,0.5385156523035362
REGION,AGOELCODBP00,2030,0.5385156523035362
REGION,AGOELCODBP00,2031,0.5385156523035362
REGION,AGOELCODBP00,2032,0.5385156523035362
REGION,AGOELCODBP00,2033,0.5385156523035362
REGION,AGOELCODBP00,2034,0.5385156523035362
REGION,AGOELCODBP00,2035,0.5385156523035362
REGION,AGOELCODBP00,2036,0.5385156523035362
REGION,AGOELCODBP00,2037,0.5385156523035362
REGION,AGOELCODBP00,2038,0.5385156523035362
REGION,AGOELCODBP00,2039,0.5385156523035362
REGION,AGOELCODBP00,2040,0.5385156523035362
REGION,AGOGEOCVP01N,2040,0.0
REGION,AGOGEOCVP01O,2040,0.0
REGION,AGOHFODIP00X,2015,99999.0
REGION,AGOHFODIP00X,2016,199998.0
REGION,AGOHFODIP00X,2017,299997.0
REGION,AGOHFODIP00X,2018,399996.0
REGION,AGOHFODIP00X,2019,499995.0
REGION,AGOHFODIP00X,2020,599994.0
REGION,AGOHFODIP00X,2021,699993.0
REGION,AGOHFODIP00X,2022,799992.0
REGION,AGOHFODIP00X,2023,899991.0
REGION,AGOHFODIP00X,2024,999990.0
REGION,AGOHFODIP00X,2025,1099989.0
REGION,AGOHFODIP00X,2026,1199988.0
REGION,AGOHFODIP00X,2027,1299987.0
REGION,AGOHFODIP00X,2028,1399986.0
REGION,AGOHFODIP00X,2029,1499985.0
REGION,AGOHFODIP00X,2030,1599984.0
REGION,AGOHFODIP00X,2031,1699983.0
REGION,AGOHFODIP00X,2032,1799982.0
REGION,AGOHFODIP00X,2033,1899981.0
REGION,AGOHFODIP00X,2034,1999980.0
REGION,AGOHFODIP00X,2035,2099979.0
REGION,AGOHFODIP00X,2036,2199978.0
REGION,AGOHFODIP00X,2037,2299977.0
REGION,AGOHFODIP00X,2038,2399976.0
REGION,AGOHFODIP00X,2039,2499975.0
REGION,AGOHFODIP00X,2040,2599974.0
REGION,AGOHFOEMP00X,2015,99999.0
REGION,AGOHFOEMP00X,2016,199998.0
REGION,AGOHFOEMP00X,2017,299997.0
REGION,AGOHFOEMP00X,2018,399996.0
REGION,AGOHFOEMP00X,2019,499995.0
REGION,AGOHFOEMP00X,2020,599994.0
REGION,AGOHFOEMP00X,2021,699993.0
REGION,AGOHFOEMP00X,2022,799992.0
REGION,AGOHFOEMP00X,2023,899991.0
REGION,AGOHFOEMP00X,2024,999990.0
REGION,AGOHFOEMP00X,2025,1099989.0
REGION,AGOHFOEMP00X,2026,1199988.0
REGION,AGOHFOEMP00X,2027,1299987.0
REGION,AGOHFOEMP00X,2028,1399986.0
REGION,AGOHFOEMP00X,2029,1499985.0
REGION,AGOHFOEMP00X,2030,1599984.0
REGION,AGOHFOEMP00X,2031,1699983.0
REGION,AGOHFOEMP00X,2032,1799982.0
REGION,AGOHFOEMP00X,2033,1899981.0
REGION,AGOHFOEMP00X,2034,1999980.0
REGION,AGOHFOEMP00X,2035,2099979.0
REGION,AGOHFOEMP00X,2036,2199978.0
REGION,AGOHFOEMP00X,2037,2299977.0
REGION,AGOHFOEMP00X,2038,2399976.0
REGION,AGOHFOEMP00X,2039,2499975.0
REGION,AGOHFOEMP00X,2040,2599974.0
REGION,AGOHFOGCP01N,2040,0.0
REGION,AGOHFOGCP01O,2015,0.2391
REGION,AGOHFOGCP01O,2016,0.2391
REGION,AGOHFOGCP01O,2017,0.2391
REGION,AGOHFOGCP01O,2018,0.2391
REGION,AGOHFOGCP01O,2019,0.2391
REGION,AGOHFOGCP01O,2020,0.2391
REGION,AGOHFOGCP01O,2021,0.227145
REGION,AGOHFOGCP01O,2022,0.21519
REGION,AGOHFOGCP01O,2023,0.203235
REGION,AGOHFOGCP01O,2024,0.19128
REGION,AGOHFOGCP01O,2025,0.179325
REGION,AGOHFOGCP01O,2026,0.16737
REGION,AGOHFOGCP01O,2027,0.155415
REGION,AGOHFOGCP01O,2028,0.14346
REGION,AGOHFOGCP01O,2029,0.131505
REGION,AGOHFOGCP01O,2030,0.11955
REGION,AGOHFOGCP01O,2031,0.107595
REGION,AGOHFOGCP01O,2032,0.09564
REGION,AGOHFOGCP01O,2033,0.083685
REGION,AGOHFOGCP01O,2034,0.07173
REGION,AGOHFOGCP01O,2035,0.059775
REGION,AGOHFOGCP01O,2036,0.04782
REGION,AGOHFOGCP01O,2037,0.035865
REGION,AGOHFOGCP01O,2038,0.02391
REGION,AGOHFOGCP01O,2039,0.011955
REGION,AGOHFOGCP01O,2040,0.0
REGION,AGOHFOIMP00X,2015,99999.0
REGION,AGOHFOIMP00X,2016,199998.0
REGION,AGOHFOIMP00X,2017,299997.0
REGION,AGOHFOIMP00X,2018,399996.0
REGION,AGOHFOIMP00X,2019,499995.0
REGION,AGOHFOIMP00X,2020,599994.0
REGION,AGOHFOIMP00X,2021,699993.0
REGION,AGOHFOIMP00X,2022,799992.0
REGION,AGOHFOIMP00X,2023,899991.0
REGION,AGOHFOIMP00X,2024,999990.0
REGION,AGOHFOIMP00X,2025,1099989.0
REGION,AGOHFOIMP00X,2026,1199988.0
REGION,AGOHFOIMP00X,2027,1299987.0
REGION,AGOHFOIMP00X,2028,1399986.0
REGION,AGOHFOIMP00X,2029,1499985.0
REGION,AGOHFOIMP00X,2030,1599984.0
REGION,AGOHFOIMP00X,2031,1699983.0
REGION,AGOHFOIMP00X,2032,1799982.0
REGION,AGOHFOIMP00X,2033,1899981.0
REGION,AGOHFOIMP00X,2034,1999980.0
REGION,AGOHFOIMP00X,2035,2099979.0
REGION,AGOHFOIMP00X,2036,2199978.0
REGION,AGOHFOIMP00X,2037,2299977.0
REGION,AGOHFOIMP00X,2038,2399976.0
REGION,AGOHFOIMP00X,2039,2499975.0
REGION,AGOHFOIMP00X,2040,2599974.0
REGION,AGOHYDLSP00X,2015,0.788
REGION,AGOHYDLSP00X,2016,0.788
REGION,AGOHYDLSP00X,2017,3.178
REGION,AGOHYDLSP00X,2018,3.528
REGION,AGOHYDLSP00X,2019,3.528
REGION,AGOHYDLSP00X,2020,3.528
REGION,AGOHYDLSP00X,2021,3.528
REGION,AGOHYDLSP00X,2022,3.528
REGION,AGOHYDLSP00X,2023,3.528
REGION,AGOHYDLSP00X,2024,5.698
REGION,AGOHYDLSP00X,2025,5.698
REGION,AGOHYDLSP00X,2026,5.698
REGION,AGOHYDLSP00X,2027,5.698
REGION,AGOHYDLSP00X,2028,5.698
